Record_ID,Month,SKU_ID,SKU_Description,Product_Group,UoM,Base_Monthly_Demand,Avg_Monthly_Demand_est,Forecast_Method,Forecast_units,Actual_Demand_units,Forecast_Error_units,Absolute_Error_units,APE,Supplier_LeadTime_days,Transit_days,Total_LeadTime_days,Safety_Stock_units,Reorder_Point_units,OnHand_Inventory_units,Planned_Receipts_units,Replenishment_Order_units,Production_Plan_units,MOQ_units,Unit_Cost_USD,Inventory_Value_USD,Days_of_Inventory,Fill_Rate_pct,Stockout_Flag,SLOB_Flag,Produced_InHouse,Shelf_Life_days,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Holding_Cost_pct_annual,Holding_Cost_USD_monthly,Planned_Receipt_Date,Actual_Receipt_Date,PO_OnTime_Flag,Customer_Priority,Revenue_per_unit_USD,Monthly_Revenue_USD,Manufacturing_Line,Production_Capacity_units_per_month,Line_Changeover_time_hrs,Safety_Stock_z90_units,Safety_Stock_z95_units,Safety_Stock_z98_units,OTIF_approx_flag,Capacity_Utilization_pct,Expiry_Value_USD
SKU0050_202412,2024-12-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,219,Collaborative Judgment,157,268,111,111,"0,4142",22,6,28,14,264,179,179,2561,0,2561,"29,23","5232,17",20,100,0,0,FALSE,1095,2024-12-06,2027-12-06,1100,"0,14","61,04198333",2024-12-08 00:00:00,2024-12-06 00:00:00,1,Medium,"46,768","12533,824",Line_B,,,11,14,18,1,,0
SKU0050_202501,2025-01-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,224,Exponential Smoothing,206,315,109,109,"0,346",22,6,28,14,308,303,236,2561,0,2561,"29,23","8856,69","28,9",100,0,0,FALSE,1095,2025-01-05,2028-01-05,1099,"0,14","103,32805",2025-01-08 00:00:00,2025-01-11 00:00:00,0,Medium,"46,768","14731,92",Line_B,,,11,14,18,0,,0
SKU0050_202502,2025-02-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,228,Naive,249,295,46,46,"0,1559",22,11,33,15,340,0,165,2561,0,2561,"29,23",0,0,"55,93",1,0,FALSE,1095,2025-02-10,2028-02-10,1104,"0,14",0,2025-02-08 00:00:00,2025-02-10 00:00:00,1,Medium,"46,768","13796,56",Line_B,,,12,15,19,1,,0
SKU0050_202503,2025-03-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,233,Collaborative Judgment,241,266,25,25,"0,094",22,6,28,14,262,199,319,2561,0,2561,"29,23","5816,77","22,4",100,0,0,FALSE,1095,2025-03-06,2028-03-05,1100,"0,14","67,86231667",2025-03-08 00:00:00,2025-03-07 00:00:00,1,Medium,"46,768","12440,288",Line_B,,,11,14,18,1,,0
SKU0050_202504,2025-04-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,238,Exponential Smoothing,300,202,-98,98,"0,4851",22,7,29,14,209,31,129,2561,0,2561,"29,23","906,13","4,6","79,21",1,0,FALSE,1095,2025-04-07,2028-04-06,1101,"0,14","10,57151667",2025-04-08 00:00:00,2025-04-13 00:00:00,0,Medium,"46,768","9447,136",Line_B,,,11,15,18,0,,0
SKU0050_202505,2025-05-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,243,Collaborative Judgment,276,204,-72,72,"0,3529",22,11,33,15,239,294,93,0,0,2561,"29,23","8593,62","43,2",100,0,0,FALSE,1095,2025-05-10,2028-05-09,1104,"0,14","100,2589",2025-05-08 00:00:00,2025-05-14 00:00:00,0,Medium,"46,768","9540,672",Line_B,,,12,15,19,0,,0
SKU0050_202506,2025-06-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,248,Exponential Smoothing,220,257,37,37,"0,144",22,9,31,14,280,337,179,0,0,2561,"29,23","9850,51","39,3",100,0,0,FALSE,1095,2025-06-10,2028-06-09,1104,"0,14","114,9226167",2025-06-08 00:00:00,2025-06-18 00:00:00,0,Medium,"46,768","12019,376",Line_B,,,12,15,19,0,,0
SKU0050_202507,2025-07-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,252,Causal (Promo),214,227,13,13,"0,0573",22,11,33,15,265,116,95,2561,0,2561,"29,23","3390,68","15,3","92,95",1,0,FALSE,1095,2025-07-10,2028-07-09,1104,"0,14","39,55793333",2025-07-08 00:00:00,2025-07-17 00:00:00,0,Medium,"46,768","10616,336",Line_B,,,12,15,19,0,,0
SKU0050_202508,2025-08-01 00:00:00,SKU0050,Intermediates Grade B,Intermediates,kg,238,257,Causal (Promo),216,229,13,13,"0,0568",22,6,28,14,228,270,121,0,0,2561,"29,23","7892,1","35,4",100,0,0,FALSE,1095,2025-08-07,2028-08-06,1101,"0,14","92,0745",2025-08-08 00:00:00,2025-08-10 00:00:00,1,Medium,"46,768","10709,872",Line_B,,,11,14,18,1,,0
SKU0051_202411,2024-11-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,389,Causal (Promo),413,493,80,80,"0,1623",14,6,20,21,350,613,31,0,0,7148,"14,97","9176,61","37,3",100,0,0,FALSE,365,2024-11-06,2025-11-06,370,"0,14","107,06045",2024-11-08 00:00:00,2024-11-14 00:00:00,0,Medium,"23,952","11808,336",Line_C,,,17,22,27,0,,0
SKU0051_202412,2024-12-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,397,Exponential Smoothing,459,570,111,111,"0,1947",14,10,24,23,479,737,199,0,0,7148,"14,97","11032,89","38,8",100,0,0,FALSE,365,2024-12-05,2025-12-05,369,"0,14","128,71705",2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"23,952","13652,64",Line_C,,,19,24,29,0,,0
SKU0051_202501,2025-01-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,406,Collaborative Judgment,555,476,-79,79,"0,166",14,9,23,23,388,89,408,7148,0,7148,"14,97","1332,33","5,6",100,0,0,FALSE,365,2025-01-08,2026-01-08,372,"0,14","15,54385",2025-01-08 00:00:00,2025-01-10 00:00:00,1,Medium,"23,952","11401,152",Line_C,,,18,23,29,1,,0
SKU0051_202502,2025-02-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,415,Exponential Smoothing,481,434,-47,47,"0,1083",14,7,21,22,326,662,264,0,0,7148,"14,97","9910,14","45,8",100,0,0,FALSE,365,2025-02-02,2026-02-02,366,"0,14","115,6183",2025-02-08 00:00:00,2025-02-05 00:00:00,1,Medium,"23,952","10395,168",Line_C,,,17,22,28,1,,0
SKU0051_202503,2025-03-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,423,Collaborative Judgment,441,373,-68,68,"0,1823",14,5,19,21,257,249,278,7148,0,7148,"14,97","3727,53",20,100,0,0,FALSE,365,2025-03-06,2026-03-06,370,"0,14","43,48785",2025-03-08 00:00:00,2025-03-08 00:00:00,1,Medium,"23,952","8934,096",Line_C,,,17,21,26,1,,0
SKU0051_202504,2025-04-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,432,Exponential Smoothing,303,367,64,64,"0,1744",14,5,19,21,253,64,57,7148,0,7148,"14,97","958,08","5,2","32,97",1,0,FALSE,365,2025-04-05,2026-04-05,369,"0,14","11,1776",2025-04-08 00:00:00,2025-04-14 00:00:00,0,Medium,"23,952","8790,384",Line_C,,,17,21,26,0,,0
SKU0051_202505,2025-05-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,441,Causal (Promo),345,416,71,71,"0,1707",14,8,22,22,327,511,267,0,0,7148,"14,97","7649,67","36,9",100,0,0,FALSE,365,2025-05-07,2026-05-07,371,"0,14","89,24615",2025-05-08 00:00:00,2025-05-10 00:00:00,1,Medium,"23,952","9964,032",Line_C,,,18,23,28,1,,0
SKU0051_202506,2025-06-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,449,Exponential Smoothing,345,382,37,37,"0,0969",14,1,15,18,209,287,256,0,0,7148,"14,97","4296,39","22,5",100,0,0,FALSE,365,2025-06-07,2026-06-07,371,"0,14","50,12455",2025-06-08 00:00:00,2025-06-10 00:00:00,1,Medium,"23,952","9149,664",Line_C,,,15,19,23,1,,0
SKU0051_202507,2025-07-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,458,Exponential Smoothing,372,410,38,38,"0,0927",14,4,18,20,266,477,106,0,0,7148,"14,97","7140,69","34,9",100,0,0,FALSE,365,2025-07-07,2026-07-07,371,"0,14","83,30805",2025-07-08 00:00:00,2025-07-15 00:00:00,0,Medium,"23,952","9820,32",Line_C,,,16,21,26,0,,0
SKU0051_202508,2025-08-01 00:00:00,SKU0051,Intermediates Grade C,Intermediates,litre,432,467,Exponential Smoothing,352,506,154,154,"0,3043",14,3,17,19,306,666,411,0,0,7148,"14,97","9970,02","39,5",100,0,0,FALSE,365,2025-08-10,2026-08-10,374,"0,14","116,3169",2025-08-08 00:00:00,2025-08-16 00:00:00,0,Medium,"23,952","12119,712",Line_C,,,16,20,25,0,,0
SKU0052_202411,2024-11-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,588,Exponential Smoothing,565,667,102,102,"0,1529",48,8,56,53,1298,1366,521,0,0,8388,"0,5",683,"61,4",100,0,0,TRUE,365,2024-11-05,2025-11-05,369,"0,06","3,415",2024-11-08 00:00:00,2024-11-09 00:00:00,1,High,"0,6","400,2",Line_A,20000,1,42,54,67,1,0,0
SKU0052_202412,2024-12-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,601,Exponential Smoothing,727,259,-468,468,"1,8069",48,12,60,55,573,143,242,8388,8388,8388,"0,5","71,5","16,6",100,0,0,TRUE,365,2024-12-06,2025-12-06,370,"0,06","0,3575",2024-12-08 00:00:00,2024-12-05 00:00:00,1,High,"0,6","155,4",Line_A,20000,8,44,56,70,1,"41,94",0
SKU0052_202501,2025-01-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,614,ARIMA,532,603,71,71,"0,1177",48,13,61,56,1282,137,423,8388,8388,8388,"0,5","68,5","6,8","92,87",1,0,TRUE,365,2025-01-08,2026-01-08,372,"0,06","0,3425",2025-01-08 00:00:00,2025-01-12 00:00:00,0,High,"0,6","361,8",Line_A,20000,3,44,56,70,0,"41,94",0
SKU0052_202502,2025-02-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,627,Exponential Smoothing,519,917,398,398,"0,434",48,8,56,53,1765,855,1032,8388,8388,8388,"0,5","427,5",28,100,0,0,TRUE,365,2025-02-05,2026-02-05,369,"0,06","2,1375",2025-02-08 00:00:00,2025-02-09 00:00:00,1,High,"0,6","550,2",Line_A,20000,3,42,54,67,1,"41,94",0
SKU0052_202503,2025-03-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,640,Exponential Smoothing,737,717,-20,20,"0,0279",48,6,54,52,1343,0,166,8388,8388,8388,"0,5",0,0,"23,15",1,0,TRUE,365,2025-03-06,2026-03-06,370,"0,06",0,2025-03-08 00:00:00,2025-03-16 00:00:00,0,High,"0,6","430,2",Line_A,20000,4,42,53,66,0,"41,94",0
SKU0052_202504,2025-04-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,653,Exponential Smoothing,688,642,-46,46,"0,0717",48,9,57,54,1274,860,545,8388,8388,8388,"0,5",430,"40,2",100,0,0,TRUE,365,2025-04-04,2026-04-04,368,"0,06","2,15",2025-04-08 00:00:00,2025-04-16 00:00:00,0,High,"0,6","385,2",Line_A,20000,3,43,55,68,0,"41,94",0
SKU0052_202505,2025-05-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,666,Causal (Promo),887,767,-120,120,"0,1565",48,11,59,55,1563,1035,97,8388,8388,8388,"0,5","517,5","40,5",100,0,0,TRUE,365,2025-05-07,2026-05-07,371,"0,06","2,5875",2025-05-08 00:00:00,2025-05-16 00:00:00,0,High,"0,6","460,2",Line_A,20000,3,43,56,69,0,"41,94",0
SKU0052_202506,2025-06-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,679,Exponential Smoothing,757,901,144,144,"0,1598",48,6,54,52,1674,1348,249,8388,8388,8388,"0,5",674,"44,9",100,0,0,TRUE,365,2025-06-07,2026-06-07,371,"0,06","3,37",2025-06-08 00:00:00,2025-06-09 00:00:00,1,High,"0,6","540,6",Line_A,20000,6,42,53,66,1,"41,94",0
SKU0052_202507,2025-07-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,692,Causal (Promo),694,708,14,14,"0,0198",48,4,52,51,1278,1097,679,8388,8388,8388,"0,5","548,5","46,5",100,0,0,TRUE,365,2025-07-09,2026-07-09,373,"0,06","2,7425",2025-07-08 00:00:00,2025-07-11 00:00:00,0,High,"0,6","424,8",Line_A,20000,8,41,52,65,0,"41,94",0
SKU0052_202508,2025-08-01 00:00:00,SKU0052,Packaging Grade C,Packaging,litre,653,705,Causal (Promo),887,664,-223,223,"0,3358",48,8,56,53,1292,506,736,8388,8388,8388,"0,5",253,"22,9",100,0,0,TRUE,365,2025-08-03,2026-08-03,367,"0,06","1,265",2025-08-08 00:00:00,2025-08-08 00:00:00,1,High,"0,6","398,4",Line_A,20000,1,42,54,67,1,"41,94",0
SKU0053_202411,2024-11-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,211,Naive,172,299,127,127,"0,4247",18,5,23,12,241,83,231,8730,8730,8730,"17,3","1435,9","8,3",100,0,0,TRUE,730,2024-11-06,2026-11-06,735,"0,14","16,75216667",2024-11-08 00:00:00,2024-11-10 00:00:00,1,Medium,"27,68","8276,32",Line_B,15000,7,10,13,16,1,"58,2",0
SKU0053_202412,2024-12-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,215,Causal (Promo),348,233,-115,115,"0,4936",18,12,30,14,247,78,163,8730,8730,8730,"17,3","1349,4",10,100,0,0,TRUE,730,2024-12-06,2026-12-06,735,"0,14","15,743",2024-12-08 00:00:00,2024-12-17 00:00:00,0,Medium,"27,68","6449,44",Line_B,15000,4,11,15,18,0,"58,2",0
SKU0053_202501,2025-01-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,220,Exponential Smoothing,294,155,-139,139,"0,8968",18,6,24,12,136,195,131,0,0,8730,"17,3","3373,5","37,7",100,0,0,TRUE,730,2025-01-05,2027-01-05,734,"0,14","39,3575",2025-01-08 00:00:00,2025-01-08 00:00:00,1,Medium,"27,68","4290,4",Line_B,15000,6,10,13,16,1,0,0
SKU0053_202502,2025-02-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,225,Exponential Smoothing,249,202,-47,47,"0,2327",18,9,27,13,195,267,107,0,0,8730,"17,3","4619,1","39,7",100,0,0,TRUE,730,2025-02-05,2027-02-05,734,"0,14","53,8895",2025-02-08 00:00:00,2025-02-18 00:00:00,0,Medium,"27,68","5591,36",Line_B,15000,5,11,14,17,0,0,0
SKU0053_202503,2025-03-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,229,Collaborative Judgment,202,233,31,31,"0,133",18,8,26,13,215,27,257,8730,8730,8730,"17,3","467,1","3,5",100,0,0,TRUE,730,2025-03-07,2027-03-07,736,"0,14","5,4495",2025-03-08 00:00:00,2025-03-07 00:00:00,1,Medium,"27,68","6449,44",Line_B,15000,8,11,14,17,1,"58,2",0
SKU0053_202504,2025-04-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,234,Exponential Smoothing,209,318,109,109,"0,3428",18,7,25,13,278,292,197,0,0,8730,"17,3","5051,6","27,5",100,0,0,TRUE,730,2025-04-02,2027-04-02,731,"0,14","58,93533333",2025-04-08 00:00:00,2025-04-11 00:00:00,0,Medium,"27,68","8802,24",Line_B,15000,1,10,13,17,0,0,0
SKU0053_202505,2025-05-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,239,Causal (Promo),258,202,-56,56,"0,2772",18,11,29,14,209,81,115,8730,8730,8730,"17,3","1401,3",12,"97,03",1,0,TRUE,730,2025-05-02,2027-05-02,731,"0,14","16,3485",2025-05-08 00:00:00,2025-05-12 00:00:00,0,Medium,"27,68","5591,36",Line_B,15000,1,11,14,18,0,"58,2",0
SKU0053_202506,2025-06-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,243,Exponential Smoothing,222,247,25,25,"0,1012",18,7,25,13,219,215,249,8730,8730,8730,"17,3","3719,5","26,1",100,0,0,TRUE,730,2025-06-10,2027-06-10,739,"0,14","43,39416667",2025-06-08 00:00:00,2025-06-08 00:00:00,1,Medium,"27,68","6836,96",Line_B,15000,5,10,13,17,1,"58,2",0
SKU0053_202507,2025-07-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,248,Exponential Smoothing,228,299,71,71,"0,2375",18,5,23,12,241,0,129,8730,8730,8730,"17,3",0,0,"43,14",1,0,TRUE,730,2025-07-04,2027-07-04,733,"0,14",0,2025-07-08 00:00:00,2025-07-17 00:00:00,0,Medium,"27,68","8276,32",Line_B,15000,7,10,13,16,0,"58,2",0
SKU0053_202508,2025-08-01 00:00:00,SKU0053,Intermediates Grade B,Intermediates,kg,234,253,Exponential Smoothing,247,217,-30,30,"0,1382",18,9,27,13,208,139,7,8730,8730,8730,"17,3","2404,7","19,2","67,28",1,0,TRUE,730,2025-08-02,2027-08-02,731,"0,14","28,05483333",2025-08-08 00:00:00,2025-08-06 00:00:00,1,Medium,"27,68","6006,56",Line_B,15000,3,11,14,17,1,"58,2",0
SKU0054_202411,2024-11-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,179,Exponential Smoothing,176,275,99,99,"0,36",53,3,56,16,529,407,223,2435,2435,2435,"35,5","14448,5","44,4",100,0,0,TRUE,730,2024-11-04,2026-11-04,733,"0,14","168,5658333",2024-11-08 00:00:00,2024-11-16 00:00:00,0,Medium,"56,8",15620,Line_C,10000,6,13,17,21,0,"24,35",0
SKU0054_202412,2024-12-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,183,Exponential Smoothing,253,163,-90,90,"0,5521",53,8,61,17,348,0,139,2435,2435,2435,"35,5",0,0,"85,28",1,0,TRUE,730,2024-12-08,2026-12-08,737,"0,14",0,2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"56,8","9258,4",Line_C,10000,2,14,18,22,0,"24,35",0
SKU0054_202501,2025-01-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,187,Exponential Smoothing,243,196,-47,47,"0,2398",53,9,62,17,422,326,107,2435,2435,2435,"35,5",11573,"49,9",100,0,0,TRUE,730,2025-01-06,2027-01-06,735,"0,14","135,0183333",2025-01-08 00:00:00,2025-01-18 00:00:00,0,Medium,"56,8","11132,8",Line_C,10000,4,14,18,22,0,"24,35",0
SKU0054_202502,2025-02-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,191,Collaborative Judgment,198,123,-75,75,"0,6098",53,9,62,17,271,119,24,2435,2435,2435,"35,5","4224,5",29,100,0,0,TRUE,730,2025-02-04,2027-02-04,733,"0,14","49,28583333",2025-02-08 00:00:00,2025-02-07 00:00:00,1,Medium,"56,8","6986,4",Line_C,10000,2,14,18,22,1,"24,35",0
SKU0054_202503,2025-03-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,195,Collaborative Judgment,150,290,140,140,"0,4828",53,4,57,16,567,246,317,2435,2435,2435,"35,5",8733,"25,4",100,0,0,TRUE,730,2025-03-07,2027-03-07,736,"0,14","101,885",2025-03-08 00:00:00,2025-03-05 00:00:00,1,Medium,"56,8",16472,Line_C,10000,5,13,17,21,1,"24,35",0
SKU0054_202504,2025-04-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,199,Exponential Smoothing,167,284,117,117,"0,412",53,7,60,17,585,495,46,2435,2435,2435,"35,5","17572,5","52,3",100,0,0,TRUE,730,2025-04-02,2027-04-02,731,"0,14","205,0125",2025-04-08 00:00:00,2025-04-12 00:00:00,0,Medium,"56,8","16131,2",Line_C,10000,1,14,17,22,0,"24,35",0
SKU0054_202505,2025-05-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,203,Exponential Smoothing,238,232,-6,6,"0,0259",53,8,61,17,489,364,100,2435,2435,2435,"35,5",12922,"47,1",100,0,0,TRUE,730,2025-05-08,2027-05-08,737,"0,14","150,7566667",2025-05-08 00:00:00,2025-05-07 00:00:00,1,Medium,"56,8","13177,6",Line_C,10000,7,14,18,22,1,"24,35",0
SKU0054_202506,2025-06-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,207,Collaborative Judgment,232,260,28,28,"0,1077",53,6,59,16,527,286,337,2435,2435,2435,"35,5",10153,33,100,0,0,TRUE,730,2025-06-04,2027-06-04,733,"0,14","118,4516667",2025-06-08 00:00:00,2025-06-16 00:00:00,0,Medium,"56,8",14768,Line_C,10000,1,14,17,21,0,"24,35",0
SKU0054_202507,2025-07-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,211,Exponential Smoothing,255,191,-64,64,"0,3351",53,9,62,17,412,268,211,2435,2435,2435,"35,5",9514,"42,1",100,0,0,TRUE,730,2025-07-02,2027-07-02,731,"0,14","110,9966667",2025-07-08 00:00:00,2025-07-14 00:00:00,0,Medium,"56,8","10848,8",Line_C,10000,4,14,18,22,0,"24,35",0
SKU0054_202508,2025-08-01 00:00:00,SKU0054,Intermediates Grade C,Intermediates,kg,199,215,Exponential Smoothing,201,160,-41,41,"0,2562",53,10,63,17,353,206,0,2435,2435,2435,"35,5",7313,"38,6",100,0,0,TRUE,730,2025-08-08,2027-08-08,737,"0,14","85,31833333",,,0,Medium,"56,8",9088,Line_C,10000,1,14,18,22,0,"24,35",0
SKU0055_202411,2024-11-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,469,Causal (Promo),411,596,185,185,"0,3104",22,10,32,32,668,290,257,8170,0,8170,"14,26","4135,4","14,6","91,78",1,0,FALSE,365,2024-11-04,2025-11-04,368,"0,06","20,677",2024-11-08 00:00:00,2024-11-14 00:00:00,0,Medium,"17,112","10198,752",Line_A,,,26,33,41,0,,0
SKU0055_202412,2024-12-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,479,Exponential Smoothing,473,515,42,42,"0,0816",22,4,26,29,475,125,319,8170,0,8170,"14,26","1782,5","7,3","86,21",1,0,FALSE,365,2024-12-09,2025-12-09,373,"0,06","8,9125",2024-12-08 00:00:00,2024-12-09 00:00:00,1,Medium,"17,112","8812,68",Line_A,,,23,30,37,1,,0
SKU0055_202501,2025-01-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,490,Exponential Smoothing,638,674,36,36,"0,0534",22,1,23,27,544,161,0,8170,0,8170,"14,26","2295,86","7,2","23,89",1,0,FALSE,365,2025-01-08,2026-01-08,372,"0,06","11,4793",,,0,Medium,"17,112","11533,488",Line_A,,,22,28,35,0,,0
SKU0055_202502,2025-02-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,500,Exponential Smoothing,619,393,-226,226,"0,5751",22,7,29,31,411,296,118,8170,0,8170,"14,26","4220,96","22,6",100,0,0,FALSE,365,2025-02-08,2026-02-08,372,"0,06","21,1048",2025-02-08 00:00:00,2025-02-09 00:00:00,1,Medium,"17,112","6725,016",Line_A,,,24,31,39,1,,0
SKU0055_202503,2025-03-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,511,Collaborative Judgment,531,418,-113,113,"0,2703",22,5,27,30,406,517,359,0,0,8170,"14,26","7372,42","37,1",100,0,0,FALSE,365,2025-03-05,2026-03-05,369,"0,06","36,8621",2025-03-08 00:00:00,2025-03-18 00:00:00,0,Medium,"17,112","7152,816",Line_A,,,24,30,38,0,,0
SKU0055_202504,2025-04-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,521,Collaborative Judgment,453,423,-30,30,"0,0709",22,9,31,32,469,358,200,8170,0,8170,"14,26","5105,08","25,4",100,0,0,FALSE,365,2025-04-03,2026-04-03,367,"0,06","25,5254",2025-04-08 00:00:00,2025-04-11 00:00:00,0,Medium,"17,112","7238,376",Line_A,,,25,32,40,0,,0
SKU0055_202505,2025-05-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,531,Collaborative Judgment,454,541,87,87,"0,1608",22,10,32,32,609,249,231,8170,0,8170,"14,26","3550,74","13,8","88,72",1,0,FALSE,365,2025-05-10,2026-05-10,374,"0,06","17,7537",2025-05-08 00:00:00,2025-05-13 00:00:00,0,Medium,"17,112","9257,592",Line_A,,,26,33,41,0,,0
SKU0055_202506,2025-06-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,542,Collaborative Judgment,388,527,139,139,"0,2638",22,4,26,29,486,398,355,8170,0,8170,"14,26","5675,48","22,7",100,0,0,FALSE,365,2025-06-05,2026-06-05,369,"0,06","28,3774",2025-06-08 00:00:00,2025-06-16 00:00:00,0,Medium,"17,112","9018,024",Line_A,,,23,30,37,0,,0
SKU0055_202507,2025-07-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,552,Exponential Smoothing,614,570,-44,44,"0,0772",22,6,28,30,562,0,126,8170,0,8170,"14,26",0,0,"22,11",1,0,FALSE,365,2025-07-07,2026-07-07,371,"0,06",0,2025-07-08 00:00:00,2025-07-09 00:00:00,1,Medium,"17,112","9753,84",Line_A,,,24,31,38,1,,0
SKU0055_202508,2025-08-01 00:00:00,SKU0055,Packaging Grade A,Packaging,kg,521,563,Exponential Smoothing,670,519,-151,151,"0,2909",22,5,27,30,497,568,461,0,0,8170,"14,26","8099,68","32,8",100,0,0,FALSE,365,2025-08-06,2026-08-06,370,"0,06","40,4984",2025-08-08 00:00:00,2025-08-05 00:00:00,1,Medium,"17,112","8881,128",Line_A,,,24,30,38,1,,0
SKU0056_202411,2024-11-01 00:00:00,SKU0056,Surfactants Grade C,Surfactants,litre,284,256,Causal (Promo),249,315,66,66,"0,2095",31,4,35,18,386,0,353,6337,0,6337,"25,56",0,0,100,0,0,FALSE,540,2024-11-04,2026-04-28,543,"0,1",0,2024-11-08 00:00:00,2024-11-14 00:00:00,0,Medium,"37,062","11674,53",Line_B,,,15,19,24,0,,0
SKU0056_202412,2024-12-01 00:00:00,SKU0056,Surfactants Grade C,Surfactants,litre,284,261,Collaborative Judgment,398,305,-93,93,"0,3049",31,8,39,19,416,278,261,6337,0,6337,"25,56","7105,68","27,3",100,0,0,FALSE,540,2024-12-02,2026-05-26,541,"0,1","59,214",2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"37,062","11303,91",Line_B,,,16,20,25,0,,0
SKU0056_202501,2025-01-01 00:00:00,SKU0056,Surfactants Grade C,Surfactants,litre,284,267,Collaborative Judgment,295,301,6,6,"0,0199",31,2,33,18,349,449,246,0,0,6337,"25,56","11476,44","44,8",100,0,0,FALSE,540,2025-01-06,2026-06-30,545,"0,1","95,637",2025-01-08 00:00:00,2025-01-05 00:00:00,1,Medium,"37,062","11155,662",Line_B,,,14,18,23,1,,0
SKU0056_202502,2025-02-01 00:00:00,SKU0056,Surfactants Grade C,Surfactants,litre,284,273,Collaborative Judgment,368,190,-178,178,"0,9368",31,4,35,18,240,89,123,6337,0,6337,"25,56","2274,84","14,1",100,0,0,FALSE,540,2025-02-04,2026-07-29,543,"0,1","18,957",2025-02-08 00:00:00,2025-02-06 00:00:00,1,Medium,"37,062","7041,78",Line_B,,,15,19,24,1,,0
